Scenery,Time,Score,comment
崂山,2020/12/7,5分 超棒,我国著名的风景名胜区，集山川风光、道教文化和海滨浴场为一体的旅游胜地，每年夏季这里更是游客云集，即可逛景避暑还能品尝海鲜，不错！
崂山,2020/12/6,4分 满意,除了時間有點趕，其他都很好
崂山,2020/12/6,4分 满意,景色不错，
崂山,2020/12/5,4分 满意,崂山地处海滨，岩深谷幽，风景秀美，自古便被人们誉为“神仙之宅，灵异之府”，传说山中不仅住有神仙，而且还有可致长生不老的仙丹妙药。古往今来，许多方士、道士及文人墨客纷纷前往山中隐居修炼及参观游览。据山志记载，秦始皇曾赴崂山求仙，会仙人安期生；徐福入东海求仙药时曾从山中出发，今太清宫前海中尚留有徐福岛，为当年徐福东渡入海之处，宫东面有一巨石，上书“波海参天”，下书“秦始皇二十八年游于此山”，传说秦始皇曾于此东望蓬莱。
崂山,2020/12/5,5分 超棒,崂山是我国漫长海岸线上唯一的千米以上的山峰，以其独特的山海奇观被称为“海上名山第一”，还是著名的道教胜地，誉为“神仙之宅，灵异之府”。崂山背负平川，面对大海，巨石巍峨，群峰峭拔，既雄旷泓浩，又不失绮丽俊秀。太清仰口、巨峰、北九水三大景区景色各异。初冬的崂山景色很美。
崂山,2020/12/5,5分 超棒,很好的景点，指示人流量有点大
崂山,2020/12/5,4分 满意,崂山风景区位于青岛市区以东的黄海之滨，距市中心40余公里，面积为446平方公里，三围大海，背负平川，海拔1132.7米，是中国万里海岸线上的最高峰，自古有“海上名山第一”之称。文学家王心鉴在《游青岛崂山》一诗中有“何处寻仙人，幽境隐全真。翠岭逾白鹤，奇峰生紫云。明霞澄天地，潮音悦绿琴。海上有青岛，心中无红尘”的吟咏。
崂山,2020/12/4,4分 满意,光坐车了……
崂山,2020/12/4,5分 超棒,景色不错，
崂山,2020/12/4,5分 超棒,景色非常美 爬山对身体好
崂山,2020/12/3,5分 超棒,工作人员服务态度好，设施设备齐全，风景也很不错，服务中心有免费行李寄存处，性价比高，景色不错，总体超赞，现在免门票，性价比高，比同为5A级景区的那个三清山强多了。
崂山,2020/12/3,5分 超棒,总体超赞，景色不错，有趣好玩，性价比高，
崂山,2020/12/2,5分 超棒,崂山，一共去了一次，可还想着去呢。
崂山,2020/12/1,5分 超棒,崂山上看海，海更广阔，山更壮观
崂山,2020/12/1,5分 超棒,这里还不错。挺好玩的，夏天时候来过几次。不错的
崂山,2020/12/1,5分 超棒,崂山风景区涵盖自然景观和道教文化景观。自然景观以北九水为胜，瀑布如银河，洒落赛珍珠，成溪成河，水清且冽，甘之如饴。
崂山,2020/11/30,5分 超棒,崂山真不错，选择了最休闲的玩法，也还是很累
崂山,2020/11/30,4分 满意,景色真滴棒，空气也新鲜，爱了爱了
崂山,2020/11/29,5分 超棒,不错不错不错
崂山,2020/11/29,5分 超棒,没有见到道士，可能喝了啤酒还俗去了吧
崂山,2020/11/29,5分 超棒,我国著名的风景名胜区，来这里既可以爬山还可以看海，同时还能感受一下道教文化遗产，是我国非常不错的旅游景点，非常值得去参观。
崂山,2020/11/26,5分 超棒,很美的地方，我特别喜欢，推荐大家来试试
崂山,2020/11/26,5分 超棒,第三次来了，淡季游客不多，很清净，感觉世界很大很大。
崂山,2020/11/25,5分 超棒,非常不错的地方，景色很好，怡情，修身，养性。。。确实不错
崂山,2020/11/23,5分 超棒,"崂山的道教宫观、日出与云海，都极富盛名,感觉用一整天也逛不完。如果想要认真仔细的耍 崂山 的话，建议务必要提前做好攻略。"
崂山,2020/11/23,5分 超棒,我国著名山峰，也是一个名气很大的旅游风景区，有海上名山之称，这里以秀丽的山峰，清澈的溪水，丰富的道教文化而著称，是非常不错的旅游景点。
崂山,2020/11/23,1分 不佳,存在隐私收费，160元可办理VIP开车入园，免费门票，附加收费太多了，服务台推荐收费项目，垃圾景区
崂山,2020/11/22,5分 超棒,崂山景色优美，风景秀丽，空气清新，满眼彩色，令人耳目一新的感觉，心旷神怡，趣味性强，不错的选择，性价比超高的，适合拍照的好地方。
崂山,2020/11/21,5分 超棒,"青岛 崂山

青岛这座以色彩命名的城市，每时每刻都展现出多姿的色彩。深秋的青岛更加绚丽多彩！"
崂山,2020/11/19,5分 超棒,风景如画?有趣好玩，景色不错，总体超赞，
崂山,2020/11/18,5分 超棒,非常美丽的景色景色不错，总体超赞，
崂山,2020/11/18,5分 超棒,很漂亮，趣味无穷，风景如画。性价比很高
崂山,2020/11/17,5分 超棒,景色宜人，非常适合和朋友一起玩，有机会还去这里，希望这里搞得更好，
崂山,2020/11/17,5分 超棒,青岛的崂山也是一座道家名山啊。
崂山,2020/11/16,5分 超棒,具有海上仙山著称，也是我国著名的道教圣地，现在开放的主要包括巨峰景区、太清宫景区、北九水景区和仰口景区，其中道观主要集中在太清宫景区，一般游览崂山需要两天时间。
崂山,2020/11/16,5分 超棒,山水之地多灵秀，崂山值得经常去的仙境。
崂山,2020/11/16,5分 超棒,这次由于时间的原因，就去了太清和仰口两个景区，人文历史悠久，自然风光无限，真不愧是海边第一仙山。景区管理的也很有序，是一个值得再来的景区
崂山,2020/11/15,5分 超棒,崂山古称劳山、牢山、不其山，又名辅唐山、鳌山，位于山东省青岛市崂山区境内。为我国沿海名山之一，主峰名巨峰，俗称崂顶，海拔 1133米。道教名山。崂山秋色非常漂亮，值得推荐。
崂山,2020/11/15,5分 超棒,缆车上去，缆车下来，上面会下雨，挺冷的。老实说，下雨的时候真的什么也看不到，完全不用氧气罐，不要被下面的人忽悠，最后我都把氧气当风扇吹了。
崂山,2020/11/15,5分 超棒,票价不值，没有什么意思
崂山,2020/11/15,5分 超棒,风景很好看。
崂山,2020/11/14,5分 超棒,崂山有着海上“第一名山”之称，来青岛旅游必须要打卡的一个景点。整个崂山景区分为北线九水和南线太清、巨峰这几个游览区，我们去的是最热门的仰口景区。公共交通出行的话从市区坐地铁到『浦里』站下车，地铁站出口的公交站台有直达景区的旅游专线（5元/人），交通还是挺方便的，车程大概1个半小时。崂山景区今年是免门票的，不过要提前在公众号预约免费的门票，另外要付60元的观光游览车，门票和车票2日内有效。所以对于时间紧张只去仰口的小伙伴来说是非常不友好的，浪费了60元的观光车票钱。仰口一定要体验网红缆车，敞开式的缆车还是第一次坐，听工作人员说要不了多久就会换成封闭车厢式的缆车了。当然崂山也不高，体力好的小伙伴40分钟就能爬上来了。下了缆车有两条线路，一条是走觅天洞，这条路线比较惊险刺激，老人和孩子不适合走这条线。另外一条线就是正常的登山路线，会比走觅天洞稍微远一点，但是路好走很多，两条线的终点都是『天苑』也是仰口的最高处。在这里可以欣赏山海一色的美景，让你觉得之前付出的辛劳都是非常值得的。
崂山,2020/11/14,5分 超棒,【景色】景色不错啊。 【趣味】山顶的风景更美。 【性价比】景美空气清新。
崂山,2020/11/13,5分 超棒,海山名山，崂山。道教胜地，文山。四季皆美，美山。风清气正，青山。登山望远，好山。好山好水，崂山泉水。来此一游，不愧此行呀！
崂山,2020/11/13,5分 超棒,崂山啤酒味道纯正，麦香味十足。
崂山,2020/11/12,5分 超棒,赶紧非常不错呀 下次还要去！！
崂山,2020/11/10,5分 超棒,崂山，位于山东省青岛市崂山区，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的最高峰名为巨峰，又称崂顶，海拔1132.7米。 崂山是中国海岸线第一高峰，有着海上“第一名山”之称。当地有一句古语说：“泰山虽云高，不如东海崂。
崂山,2020/11/9,4分 满意,在崂山景区四个分景区内，最漂亮的是仰口和巨峰景区，最费体力的是巨峰，水景最漂亮的是九水，最人文的是太清景区。全部细致走到全部景点应该考虑3天时间。
崂山,2020/11/8,5分 超棒,崂山的景色在北方应该是比较好的，推荐去。
崂山,2020/11/7,5分 超棒,体力消耗比较大，不过景色确实不错
崂山,2020/11/7,5分 超棒,【景色】景色非常的不错。 【趣味】山顶的风景更美。 【性价比】很值得去的地方。
崂山,2020/11/7,5分 超棒,海上第一名山，崂山不但有道士，还有好多好多美丽的景色和著名的崂山矿泉水。
崂山,2020/11/6,4分 满意,自己和朋友一起去的 但是因为下雨天 天有点冷没有爬上去就返回了 留点遗憾下次再去玩
崂山,2020/11/5,4分 满意,这个点评不知道怎么说，崂山太大了，所以导致我们外地只身前往的游客不知道怎么玩，当然赖自己没有提前做好攻略，不过现在不是全民上网的时代，多少都会有中年人群不提前看攻略前往的，现场路标指引图太少，比较懵，游览路线也不明确，虽然景色是美的，我除了坐了一圈缆车，什么都没干…观光车都不知道在哪里坐，尴尬
崂山,2020/11/5,5分 超棒,非常漂亮的地方，有山路，可以开上去，非常方便
崂山,2020/11/3,5分 超棒,崂山从小看动画片就充满了向往，希望可以去崂山当道士，哈哈哈哈哈哈哈哈。
崂山,2020/11/3,5分 超棒,自然风光，景色很美，一边是山，一边是海，值得一去。
崂山,2020/11/1,5分 超棒,夏天去北九水棒棒的。。水很清澈。坐地铁到北九水站出来买票坐大巴到景区门口。。有趣好玩，景色不错，
崂山,2020/11/1,5分 超棒,先去大河东游客中心买巴士票，（可以根据要去的景点路线买票，票价60可多次坐车，买票日开始算两天内可用），游客中心有停车场?免费停车。
崂山,2020/11/1,4分 满意,崂山的山与四川的山有很多的不同，它的石头特别大和奇，山上的树木不是很多也不是很密，不象青城山上树木和杂草密集看不见土地！山也不是很高！
崂山,2020/10/30,5分 超棒,风景不错，就是离市区远了一点儿
崂山,2020/10/29,5分 超棒,崂山，海上名山第一，景色确实不错，但如果能见度不好，看海就大打折扣。道教文化还是非常浓厚，看到不少道家弟子很虔诚的上香礼拜，仪态很有些仙风！
崂山,2020/10/29,5分 超棒,没来过崂山的朋友一定要来一次  有话说“泰山虽高，不如东海崂”   的确如此   虽然不如泰山高  但是山海天一色的景观非常俊美
崂山,2020/10/29,4分 满意,崂山位于山东省青岛市，是中国海岸线第一高峰，有着海上“第一名山”之称。当地有一句古语说：“泰山虽云高，不如东海崂。”景区比较大
崂山,2020/10/29,5分 超棒,去的时候赶上门票免费 可惜天气不太好下次有机会再去一次
崂山,2020/10/26,4分 满意,崂山有好几条线，有体力的朋友就去巨峰那条线！
崂山,2020/10/26,5分 超棒,行程非常好
崂山,2020/10/26,5分 超棒,金秋十月底带着孩子们来到崂山太清景区，景色宜人。游人不算太多可以真正领略大自然美景，太清宫道教文化浓厚，真正了解道家精髓。乘索道上山然后走到明霞洞下山到上清宫一路自然风光，空气清新，心旷神怡！
崂山,2020/10/26,1分 不佳,没坐车被强收60车费
崂山,2020/10/24,5分 超棒,来崂山，再来一瓶崂山啤酒，美滋滋的感觉。
崂山,2020/10/24,5分 超棒,几个月前去过一次，没玩过瘾呢。
崂山,2020/10/21,5分 超棒,青岛必到的打卡地，奇山异石嶙峋。
崂山,2020/10/21,5分 超棒,非常漂亮的旅游景点之一！风景秀丽风光无限，是休闲度假的首选之地。
